X,Y,full_id,osm_id,osm_type,shop,start_date,ref,historic:name,historic:alt_name,historic,check_date:opening_hours,building:levels,payment:visa,payment:mastercard,check_date,building_2,building_1,short_name,comments,alt_name,addr:housename,official_name,wheelchair,cuisine,contact:website,branch,organic,operator,contact:phone,website,phone,parking,opening_hours,name,designation,building,brand:wikidata,brand,addr:street,addr:state,addr:postcode,addr:housenumber,addr:city,outdoor_seating,indoor_seating,diet:halal,amenity,entrance,level,layer,path
566513.184059715,4184993.35509788,n363915431,"363915431",node,supermarket,,"203",,,,,,,,,,,,,,,,,,,Oakland - Lakeshore,,,,https://locations.traderjoes.com/ca/oakland/203/,+1 510-238-9076,,Mo-Su 08:00-21:00,Trader Joe's,,,Q688825,Trader Joe's,Lakeshore Avenue,CA,"94610","3250",Oakland,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
564704.408991074,4184181.29973895,n410243509,"410243509",node,grocery,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,Nature's Best Food,,,,,,,,,,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
563063.287243621,4188563.39345788,n1305397495,"1305397495",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gateway Grocery,,,,,,,,,,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
566553.375724653,4185113.4595183,n1378041461,"1378041461",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,https://lakeshorenatural.com/,+1-510-452-1079,,"Mo-Sa 10:00-18:00; Su 12:00-17:00",Lakeshore Natural Foods,,,,,,,,,,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
570664.627343156,4185170.2297816,n1707556416,"1707556416",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woodminster Market,,,,,Woodminster Lane,,,"5000",,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
564583.318660511,4183785.45093118,n2412716300,"2412716300",node,supermarket,,,,,,,,,,,,,,,,hk outlets,,,,,,,,,,,,,hk outlets,,,,,10th Street,,"94607","178",,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
564456.284234018,4183814.23593827,n2416941915,"2416941915",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hometown Grocery,,,,,10th Street,,,"241",,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
564264.268890418,4183908.09096986,n2416945139,"2416945139",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LG Supermarket,,,,,10th Street,,,"325",,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
565803.228748558,4189503.45035719,n2487652502,"2487652502",node,supermarket,,,,,,,,,,,,,,,,,,yes,,,,,,,https://local.safeway.com/safeway/ca/oakland/6310-college-ave.html,+1 510-985-0012,,Mo-Su 05:00-00:00,Safeway,,,Q1508234,Safeway,College Avenue,CA,"94618","6310",Oakland,,,,,,"0",point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
569001.873764505,4183857.17468941,n2836883670,"2836883670",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
565697.120786955,4186709.83202208,n2838479530,"2838479530",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:30-19:30,Monte Vista Food Center,,,,,Piedmont Avenue,,"94611","4000",Oakland,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
564515.412902326,4183185.37146752,n3565153877,"3565153877",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash & Carry,,,,,Oak Street,CA,"94607","400",Oakland,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
572444.773410439,4180363.84455575,n3799894173,"3799894173",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gazzail's Supermarket,,,,,,,,,,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
573700.947850633,4176970.2788479,n3934277166,"3934277166",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FoodMaxx,,,Q61894844,FoodMaxx,,,,,,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
564126.489597495,4183880.14231194,n3992953178,"3992953178",node,supermarket,,,,,,,,,,,,,,,Tan Duc Supermarket,,,,,,,,,,,,,,New Dic's Supermarket,,,,,,,,,,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
564399.31844982,4183629.95584046,n3992986699,"3992986699",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Won Kee Supermarket,,,,,,,,,,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
567875.80679164,4181639.30958126,n4134761495,"4134761495",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supermercado Mi Pueblo,,,,,,,,,,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
568243.200716923,4181561.4019302,n4220797224,"4220797224",node,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Charro Supermarket,,,,,,,,,,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
566103.058238177,4187744.44432125,n4611235501,"4611235501",node,supermarket,,,,,,,,,,,,,,,,,,yes,,,,,,,https://local.safeway.com/safeway/ca/oakland/5100-broadway.html,+1 510-285-0782,,Mo-Su 05:00-02:00,Safeway,,,Q1508234,Safeway,Broadway,CA,"94611","5100",Oakland,,,,,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
563866.905540099,4188423.50204356,n6313658719,"6313658719",node,grocery,,,,,,,,,,,,,,,,,,,"pakistani;indian",,,,,,,,,,Al Maida Hot Food and Market,,,,,Market Street,CA,,"5650",Oakland,yes,yes,yes,restaurant,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
565073.980129104,4185386.66286586,n6597795938,"6597795938",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loading_dock,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
564958.050433497,4186064.10946445,n8895540892,"8895540892",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking_entrance,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
564886.491971116,4185964.68106628,n8895540902,"8895540902",node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking_entrance,,,point_oak,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=shop:string(0,0)&field=check_date:string(0,0)&field=outdoor_seating:string(0,0)&field=indoor_seating:string(0,0)&field=diet%3Ahalal:string(0,0)&field=cuisine:string(0,0)&field=amenity:string(0,0)&field=alt_name:string(0,0)&field=entrance:string(0,0)&field=level:string(0,0)&field=addr%3Ahousename:string(0,0)&field=wheelchair:string(0,0)&field=website:string(0,0)&field=ref:string(0,0)&field=phone:string(0,0)&field=opening_hours:string(0,0)&field=name:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=branch:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Astate:string(0,0)&field=addr%3Apostcode:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=addr%3Acity:string(0,0)&uid={000eda58-e587-45fa-8a40-d89aa785a203}"
