"GEOID","NAME","group_0_17","group_18_34","group_35_49","group_50_up"
"06075060703","Census Tract 607.03; San Francisco County; California",915,2150,1775,1548
"06075061000","Census Tract 610; San Francisco County; California",787,965,1130,1413
"06075061101","Census Tract 611.01; San Francisco County; California",256,278,240,949
"06075061102","Census Tract 611.02; San Francisco County; California",233,355,370,1024
"06075061200","Census Tract 612; San Francisco County; California",727,879,927,1553
"06075061401","Census Tract 614.01; San Francisco County; California",422,708,465,1220
"06075061402","Census Tract 614.02; San Francisco County; California",679,916,683,482
"06075061501","Census Tract 615.01; San Francisco County; California",84,339,555,884
"06075061502","Census Tract 615.02; San Francisco County; California",260,842,562,836
"06075061503","Census Tract 615.03; San Francisco County; California",58,1920,971,603
"06075061504","Census Tract 615.04; San Francisco County; California",163,1081,365,524
"06075061505","Census Tract 615.05; San Francisco County; California",75,194,364,292
"06075061506","Census Tract 615.06; San Francisco County; California",253,2256,1365,555
"06075061507","Census Tract 615.07; San Francisco County; California",146,538,340,363
"06075061508","Census Tract 615.08; San Francisco County; California",333,848,327,799
"06075980200","Census Tract 9802; San Francisco County; California",0,0,25,135
"06075980300","Census Tract 9803; San Francisco County; California",0,33,21,4
"06075980401","Census Tract 9804.01; San Francisco County; California",0,0,0,0
"06075980501","Census Tract 9805.01; San Francisco County; California",0,8,0,138
"06075980600","Census Tract 9806; San Francisco County; California",282,375,292,346
"06075980900","Census Tract 9809; San Francisco County; California",47,118,140,134
