fid,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,layer,path,field_1,median_hh_,median_h_1,CDTFA_COPR,CDTFA_CITY,CDTFA_COUN,CENSUS_PLA,CENSUS_GEO,CENSUS_P_1,GNIS_PLACE,GNIS_ID,City_name,year,total_pop,white_nh,black_nh,asian_nh,hispanic,pct_white_nh,pct_black_nh,pct_asian_nh,pct_hispanic,pct_poc,median_income,median_home_value,housing_units_total,owner_occupied,renter_occupied,homeownership_rate,area_sq_miles,pop_density,weight_supply_sum,Accessibility_Index,NAME_x,group_0_17,group_18_34,group_35_49,group_50_up,NAME_y,below_high_school,high_school_grad,some_college_assoc,bachelors_plus
93,"06","075","035202","06075035202","352.02",Census Tract 352.02,G5020,S,372758,0,"+37.7613995","-122.5061469",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"197","100701.0","25069.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","4188.0","1498.0","90.0","1691.0","746.0","0.3576886341929320","0.0214899713467048","0.4037726838586440","0.1781279847182430","0.6423113658070680","104877.0","1216500.0","1677.0","568.0","1109.0","0.3387000596302920","0.1442678046913680","29029.34586798060","141462800.0","33778.128","Census Tract 352.02; San Francisco County; California","796","773","1117","1502","Census Tract 352.02; San Francisco County; California","328","587","622","1731"
94,"06","075","013300","06075013300","133",Census Tract 133,G5020,S,581305,0,"+37.7887307","-122.4524293",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"343","173851.0","34096.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3952.0","2592.0","64.0","901.0","195.0","0.6558704453441300","0.0161943319838056","0.2279858299595140","0.0493421052631578","0.3441295546558710","176250.0","2000001.0","1958.0","802.0","1156.0","0.4096016343207350","0.2238259052719100","17656.579988804200","501848142.857143","126985.866","Census Tract 133; San Francisco County; California","705","871","628","1748","Census Tract 133; San Francisco County; California","177","133","287","2421"
95,"06","075","025403","06075025403","254.03",Census Tract 254.03,G5020,S,515731,0,"+37.7337691","-122.4206236",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"236","166935.0","45014.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","4410.0","1079.0","246.0","1242.0","1596.0","0.2446712018140590","0.05578231292517","0.2816326530612250","0.3619047619047620","0.755328798185941","147083.0","1550800.0","1325.0","762.0","563.0","0.5750943396226420","0.1956566333670640","22539.486262786600","403253100.0","91440.612","Census Tract 254.03; San Francisco County; California","875","754","1248","1533","Census Tract 254.03; San Francisco County; California","552","411","651","1527"
96,"06","075","022702","06075022702","227.02",Census Tract 227.02,G5020,S,295531,0,"+37.7626143","-122.3955143",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"399","240922.0","38650.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","1960.0","841.0","1.0","605.0","279.0","0.4290816326530610","0.0005102040816326530","0.3086734693877550","0.1423469387755100","0.5709183673469390","250001.0","1730100.0","966.0","396.0","570.0","0.4099378881987580","0.1162053998764860","16866.686075546100","417600942.857143","213061.706","Census Tract 227.02; San Francisco County; California","176","859","432","493","Census Tract 227.02; San Francisco County; California","31","40","182","1432"
97,"06","001","422500","06001422500","4225",Census Tract 4225,G5020,S,465527,0,"+37.8773391","-122.2602611",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"36","58558.0","33524.0","1013",Berkeley,Alameda County,Berkeley,"606000",City,City of Berkeley,"2409837",Berkeley,"2024.0","4481.0","1943.0","288.0","1252.0","645.0","0.4336085695157330","0.0642713679982146","0.279401919214461","0.1439410845793350","0.5663914304842670","53041.0","1201800.0","1694.0","254.0","1440.0","0.1499409681227860","0.1808395529757750","24778.871249478600","415311456.54","92682.762","Census Tract 4225; Alameda County; California","157","2785","612","927","Census Tract 4225; Alameda County; California","214","259","284","1465"
98,"06","001","422700","06001422700","4227",Census Tract 4227,G5020,S,346821,0,"+37.8679151","-122.2495095",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"42","42417.0","42276.0","1013",Berkeley,Alameda County,Berkeley,"606000",City,City of Berkeley,"2409837",Berkeley,"2024.0","5154.0","1747.0","168.0","1861.0","846.0","0.3389600310438490","0.0325960419091967","0.3610787737679470","0.1641443538998840","0.6610399689561510",,"1202700.0","1002.0","130.0","872.0","0.1297405189620760","0.1302613816291170","39566.60013536930","209542600.0","40656.306","Census Tract 4227; Alameda County; California","98","4544","301","211","Census Tract 4227; Alameda County; California","24","35","135","1009"
99,"06","001","423000","06001423000","4230",Census Tract 4230,G5020,S,730083,0,"+37.8668441","-122.2771352",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"2","86917.0","20998.0","1013",Berkeley,Alameda County,Berkeley,"606000",City,City of Berkeley,"2409837",Berkeley,"2024.0","4478.0","2806.0","232.0","804.0","356.0","0.6266190263510500","0.0518088432335864","0.1795444394819120","0.0794997766860205","0.3733809736489500","110536.0","1353400.0","2023.0","842.0","1181.0","0.4162135442412260","0.2818798094608770","15886.203444527000","368316956.54","82250.325","Census Tract 4230; Alameda County; California","462","1401","1078","1537","Census Tract 4230; Alameda County; California","87","107","439","2742"
100,"06","001","423100","06001423100","4231",Census Tract 4231,G5020,S,748653,0,"+37.8658070","-122.2863197",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"14","61161.0","28594.0","1013",Berkeley,Alameda County,Berkeley,"606000",City,City of Berkeley,"2409837",Berkeley,"2024.0","4286.0","1741.0","885.0","747.0","393.0","0.4062062529164720","0.2064862342510500","0.174288380774615","0.091693887074195","0.5937937470835280","54787.0","1159900.0","2066.0","824.0","1242.0","0.398838334946757","0.289002174502568","14830.338240108700","301628869.62","70375.378","Census Tract 4231; Alameda County; California","667","907","824","1888","Census Tract 4231; Alameda County; California","192","738","434","1807"
101,"06","001","424002","06001424002","4240.02",Census Tract 4240.02,G5020,S,326768,0,"+37.8504772","-122.2815310",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"1","103393.0","36279.0","1013",Berkeley,Alameda County,Berkeley,"606000",City,City of Berkeley,"2409837",Berkeley,"2024.0","2524.0","1042.0","582.0","274.0","455.0","0.41283676703645","0.2305863708399370","0.1085578446909670","0.18026941362916","0.5871632329635500","105813.0","1233500.0","1050.0","553.0","497.0","0.5266666666666670","0.1289524473177350","19573.10661798410","223631256.54","88601.924","Census Tract 4240.02; Alameda County; California","578","546","636","764","Census Tract 4240.02; Alameda County; California","156","93","544","1031"
102,"06","075","030202","06075030202","302.02",Census Tract 302.02,G5020,S,356618,0,"+37.7630946","-122.4673205",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"360","153412.0","35009.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","4082.0","1918.0","65.0","1341.0","276.0","0.4698677119059280","0.0159235668789808","0.328515433610975","0.0676139147476727","0.5301322880940720","122697.0","1270800.0","2041.0","471.0","1570.0","0.2307692307692310","0.1377077188589280","29642.49232958190","347988000.0","85249.388","Census Tract 302.02; San Francisco County; California","488","1141","808","1645","Census Tract 302.02; San Francisco County; California","355","185","624","2251"
103,"06","075","026001","06075026001","260.01",Census Tract 260.01,G5020,S,407294,0,"+37.7235502","-122.4322434",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"231","114563.0","21784.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","5625.0","802.0","55.0","2585.0","1955.0","0.1425777777777780","0.0097777777777777","0.4595555555555560","0.3475555555555560","0.8574222222222220","120650.0","1178700.0","1754.0","906.0","848.0","0.5165336374002280","0.1568051244376130","35872.55212592220","312678500.0","55587.289","Census Tract 260.01; San Francisco County; California","703","1568","1555","1799","Census Tract 260.01; San Francisco County; California","899","788","1305","1411"
104,"06","075","026003","06075026003","260.03",Census Tract 260.03,G5020,S,407434,0,"+37.7195817","-122.4287703",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"283","98177.0","15263.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","4639.0","453.0","70.0","2057.0","1831.0","0.0976503556801034","0.0150894589351153","0.4434145289933180","0.3946971330028020","0.9023496443198960","105250.0","1169700.0","1403.0","936.0","467.0","0.6671418389166070","0.154768258706276","29973.846309171400","189904500.0","40936.516","Census Tract 260.03; San Francisco County; California","1066","613","1103","1857","Census Tract 260.03; San Francisco County; California","520","657","1067","1133"
105,"06","075","026404","06075026404","264.04",Census Tract 264.04,G5020,S,189179,0,"+37.7096507","-122.4152933",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"279","91463.0","15070.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2422.0","164.0","177.0","1518.0","481.0","0.0677126341866226","0.0730800990916597","0.6267547481420310","0.1985962014863750","0.9322873658133770","84415.0","913900.0","668.0","374.0","294.0","0.5598802395209580","0.0759992764561706","31868.72445288060","66544900.0","27475.186","Census Tract 264.04; San Francisco County; California","471","482","478","991","Census Tract 264.04; San Francisco County; California","645","294","482","314"
106,"06","075","025401","06075025401","254.01",Census Tract 254.01,G5020,S,363722,12207,"+37.7396295","-122.4224695",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"237","165278.0","61536.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3567.0","1529.0","137.0","296.0","743.0","0.4286515278945890","0.0384076254555649","0.0829828987945051","0.2082982898794510","0.5713484721054110","204844.0","1487900.0","1329.0","762.0","567.0","0.5733634311512420","0.1498655611605560","23801.33215648230","491117400.0","137683.6","Census Tract 254.01; San Francisco County; California","974","546","985","1062","Census Tract 254.01; San Francisco County; California","63","320","329","1714"
107,"06","075","060502","06075060502","605.02",Census Tract 605.02,G5020,S,348832,0,"+37.7112928","-122.4205879",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"281","37891.0","14458.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2595.0","108.0","266.0","1040.0","813.0","0.0416184971098265","0.102504816955684","0.4007707129094410","0.3132947976878610","0.9583815028901730","39559.0","958700.0","800.0","236.0","564.0","0.295","0.1227993301104700","21132.037102039100","72871200.0","28081.387","Census Tract 605.02; San Francisco County; California","632","582","487","894","Census Tract 605.02; San Francisco County; California","398","467","586","338"
108,"06","075","045100","06075045100","451",Census Tract 451,G5020,S,384459,0,"+37.7775849","-122.4613475",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"369","190389.0","48005.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","4713.0","2481.0","5.0","1299.0","529.0","0.5264162953532780","0.0010608953957139","0.2756206238064930","0.1122427328665390","0.4735837046467220","211111.0","1752400.0","1904.0","482.0","1422.0","0.2531512605042020","0.1483493565615940","31769.60189944050","407849442.857143","86537.119","Census Tract 451; San Francisco County; California","714","1621","1166","1212","Census Tract 451; San Francisco County; California","256","296","460","2776"
109,"06","075","016500","06075016500","165",Census Tract 165,G5020,S,370446,0,"+37.7741957","-122.4477882",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"348","177159.0","36907.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","5206.0","3360.0","241.0","358.0","723.0","0.6454091432961970","0.0462927391471379","0.0687668075297733","0.1388782174414140","0.3545908567038030","153096.0","1537400.0","2259.0","731.0","1528.0","0.3235945108455070","0.1423323651349470","36576.36121667860","741502142.857143","142432.221","Census Tract 165; San Francisco County; California","350","2229","1205","1422","Census Tract 165; San Francisco County; California","372","504","680","3070"
110,"06","075","015300","06075015300","153",Census Tract 153,G5020,S,233721,0,"+37.7867618","-122.4393346",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"324","176090.0","50695.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2377.0","1546.0","185.0","211.0","302.0","0.6503996634413130","0.0778291964661337","0.0887673538073201","0.1270509045014720","0.3496003365586870","214688.0","1421500.0","1062.0","433.0","629.0","0.4077212806026370","0.0902300000052208","26343.78809556090","560409742.857143","235763.459","Census Tract 153; San Francisco County; California","224","1084","418","651","Census Tract 153; San Francisco County; California","0","141","203","1723"
111,"06","075","013500","06075013500","135",Census Tract 135,G5020,S,235184,0,"+37.7908976","-122.4325551",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"331","175118.0","38867.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2807.0","1995.0","0.0","266.0","401.0","0.7107231920199500","0.0","0.0947630922693266","0.1428571428571430","0.2892768079800500","179194.0","2000001.0","1718.0","514.0","1204.0","0.2991850989522700","0.090805428460702","30912.24883339200","565337228.571429","201402.646","Census Tract 135; San Francisco County; California","285","1019","691","812","Census Tract 135; San Francisco County; California","88","77","186","1968"
112,"06","075","023103","06075023103","231.03",Census Tract 231.03,G5020,S,1246230,454763,"+37.7326764","-122.3732109",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"413","29799.0","4427.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","4545.0","56.0","2145.0","598.0","1092.0","0.0123212321232123","0.4719471947194720","0.1315731573157320","0.2402640264026400","0.9876787678767880","30486.0",,"1550.0","47.0","1503.0","0.0303225806451612","0.4563513967348000","9959.43045758056","107227600.0","23592.431","Census Tract 231.03; San Francisco County; California","1671","1029","702","1143","Census Tract 231.03; San Francisco County; California","585","861","691","224"
113,"06","075","022801","06075022801","228.01",Census Tract 228.01,G5020,S,578057,0,"+37.7607269","-122.4125113",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"303","164539.0","32051.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","4765.0","1774.0","780.0","523.0","1427.0","0.3722980062959080","0.1636935991605460","0.1097586568730330","0.2994753410283320","0.6277019937040920","160417.0","1311900.0","2017.0","841.0","1176.0","0.4169558750619730","0.2230293910624270","21364.89714338260","795357542.857143","166916.588","Census Tract 228.01; San Francisco County; California","597","1297","1318","1553","Census Tract 228.01; San Francisco County; California","234","885","655","2210"
114,"06","075","018000","06075018000","180",Census Tract 180,G5020,S,933506,0,"+37.7753353","-122.4022844",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"381","183507.0","31969.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3492.0","1092.0","235.0","1029.0","924.0","0.3127147766323020","0.0672966781214203","0.2946735395189000","0.2646048109965640","0.6872852233676980","212439.0","1085600.0","1648.0","320.0","1328.0","0.1941747572815530","0.3643910311821260","9583.11182542434","1154627228.571430","330649.264","Census Tract 180; San Francisco County; California","365","1369","1028","730","Census Tract 180; San Francisco County; California","413","215","450","1753"
115,"06","075","010300","06075010300","103",Census Tract 103,G5020,S,268261,0,"+37.8016200","-122.4156810",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"218","149766.0","34614.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3824.0","2238.0","0.0","925.0","435.0","0.5852510460251050","0.0","0.2418933054393310","0.113755230125523","0.4147489539748950","158144.0","1202500.0","2060.0","440.0","1620.0","0.2135922330097090","0.1036251409364010","36902.24172864530","484551328.571429","126713.214","Census Tract 103; San Francisco County; California","220","1422","583","1599","Census Tract 103; San Francisco County; California","217","155","321","2667"
116,"06","075","010500","06075010500","105",Census Tract 105,G5020,S,676089,501830,"+37.8026835","-122.3990500",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"204","187763.0","35599.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3473.0","1432.0","31.0","1760.0","124.0","0.4123236395047510","0.008926000575871","0.5067664843075150","0.035704002303484","0.5876763604952490","179896.0","1215300.0","1848.0","411.0","1437.0","0.2224025974025970","0.21357989319177","16260.893982570000","408057528.571429","117494.25","Census Tract 105; San Francisco County; California","419","908","598","1548","Census Tract 105; San Francisco County; California","309","352","201","2033"
117,"06","075","010600","06075010600","106",Census Tract 106,G5020,S,187223,0,"+37.7993784","-122.4063879",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"215","58060.0","40541.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2957.0","787.0","104.0","1480.0","390.0","0.2661481230977340","0.0351707811971592","0.5005072708826510","0.1318904294893470","0.7338518769022660","75938.0","1560200.0","1723.0","161.0","1562.0","0.0934416715031921","0.0721436905702321","40987.64530380310","426847828.571429","144351.65","Census Tract 106; San Francisco County; California","209","995","453","1300","Census Tract 106; San Francisco County; California","401","279","753","1080"
118,"06","075","010800","06075010800","108",Census Tract 108,G5020,S,226072,0,"+37.7964984","-122.4142913",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"206","145402.0","80096.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","4047.0","1732.0","277.0","1446.0","271.0","0.4279713367926860","0.0684457622930565","0.3573017049666420","0.0669631826043983","0.572028663207314","123750.0","996600.0","2402.0","520.0","1882.0","0.2164862614487930","0.0873598687248642","46325.6190636668","498788728.571429","123249.006","Census Tract 108; San Francisco County; California","71","1214","1118","1644","Census Tract 108; San Francisco County; California","387","244","234","2872"
119,"06","075","011200","06075011200","112",Census Tract 112,G5020,S,177415,0,"+37.7929713","-122.4127333",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"307","158750.0","20195.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2676.0","1319.0","68.0","1020.0","43.0","0.4928998505231690","0.0254110612855007","0.3811659192825110","0.0160687593423019","0.507100149476831","121855.0","2000001.0","1660.0","352.0","1308.0","0.2120481927710840","0.068451493210157","39093.37655767790","526893628.571429","196895.975","Census Tract 112; San Francisco County; California","88","943","368","1277","Census Tract 112; San Francisco County; California","138","184","360","1566"
120,"06","075","011300","06075011300","113",Census Tract 113,G5020,S,102298,0,"+37.7946971","-122.4093492",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"203","31801.0","14841.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2589.0","479.0","55.0","1856.0","133.0","0.1850135187331020","0.0212437234453456","0.7168791039011200","0.0513711857860177","0.8149864812668980","32623.0","1420500.0","1362.0","99.0","1263.0","0.0726872246696035","0.0394947490321206","65553.01814665020","452341128.571429","174716.543","Census Tract 113; San Francisco County; California","212","748","416","1213","Census Tract 113; San Francisco County; California","830","215","334","821"
121,"06","075","011700","06075011700","117",Census Tract 117,G5020,S,551749,0,"+37.7904975","-122.4034750",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"387","93500.0","35927.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","1914.0","855.0","27.0","568.0","335.0","0.4467084639498430","0.0141065830721003","0.296760710553814","0.1750261233019850","0.5532915360501570","51464.0","1182500.0","1105.0","194.0","911.0","0.1755656108597290","0.212615318296206","9002.173574970270","615265342.857143","321455.247","Census Tract 117; San Francisco County; California","193","224","616","881","Census Tract 117; San Francisco County; California","230","220","291","942"
122,"06","075","011800","06075011800","118",Census Tract 118,G5020,S,56564,0,"+37.7933506","-122.4061645",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"389","41471.0","4031.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","1376.0","84.0","20.0","1098.0","76.0","0.0610465116279069","0.0145348837209302","0.7979651162790700","0.0552325581395348","0.938953488372093","43487.0",,"654.0","9.0","645.0","0.0137614678899082","0.0218480499387966","62980.44923252250","435231242.857143","316301.775","Census Tract 118; San Francisco County; California","104","327","171","774","Census Tract 118; San Francisco County; California","478","274","87","329"
123,"06","001","423300","06001423300","4233",Census Tract 4233,G5020,S,726625,0,"+37.8573281","-122.2842016",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"0","83450.0","33008.0","1013",Berkeley,Alameda County,Berkeley,"606000",City,City of Berkeley,"2409837",Berkeley,"2024.0","3623.0","1691.0","712.0","268.0","521.0","0.4667402704940660","0.196522219155396","0.0739718465360198","0.1438034777808450","0.5332597295059340","101571.0","1101900.0","1476.0","829.0","647.0","0.5616531165311650","0.2802590886462060","12927.323847019300","235498556.54","65000.982","Census Tract 4233; Alameda County; California","650","788","841","1344","Census Tract 4233; Alameda County; California","151","469","637","1501"
124,"06","075","012700","06075012700","127",Census Tract 127,G5020,S,429259,250510,"+37.8049771","-122.4447185",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"351","236158.0","52772.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","4027.0","3342.0","35.0","251.0","207.0","0.8298981872361560","0.0086913334988825","0.0623292773777005","0.0514030295505339","0.170101812763844","234886.0","2000001.0","1996.0","713.0","1283.0","0.3572144288577150","0.1676843424699310","24015.360889894200","353373842.857143","87751.141","Census Tract 127; San Francisco County; California","728","1659","517","1123","Census Tract 127; San Francisco County; California","101","201","349","2454"
125,"06","075","013200","06075013200","132",Census Tract 132,G5020,S,546674,0,"+37.7936676","-122.4387455",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"334","201464.0","26063.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3481.0","2412.0","1.0","540.0","195.0","0.6929043378339560","0.0002872737719046250","0.1551278368284980","0.0560183855214019","0.3070956621660440","164375.0","2000001.0","2224.0","891.0","1333.0","0.4006294964028780","0.214023939524939","16264.535676367100","543354128.571429","156091.39","Census Tract 132; San Francisco County; California","365","701","659","1756","Census Tract 132; San Francisco County; California","61","112","338","2579"
126,"06","075","012100","06075012100","121",Census Tract 121,G5020,S,123394,0,"+37.7888066","-122.4118881",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"310","83906.0","22686.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","3203.0","1348.0","46.0","870.0","668.0","0.4208554480174840","0.0143615360599438","0.2716203559163280","0.2085544801748360","0.5791445519825170","108000.0","693500.0","1984.0","192.0","1792.0","0.0967741935483871","0.0476362107821599","67238.7653721513","487568328.571429","152222.394","Census Tract 121; San Francisco County; California","51","1408","632","1112","Census Tract 121; San Francisco County; California","223","281","345","1632"
127,"06","075","015100","06075015100","151",Census Tract 151,G5020,S,171998,0,"+37.7874563","-122.4234259",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"323","170583.0","24058.0","38001",San Francisco,San Francisco County,San Francisco,"667000",City,City of San Francisco,"2411786",San Francisco,"2024.0","2641.0","1229.0","144.0","939.0","138.0","0.4653540325634230","0.0545248012116622","0.3555471412343810","0.0522529344945096","0.5346459674365770","159921.0","973400.0","1566.0","548.0","1018.0","0.3499361430395910","0.066303717250689","39831.8542234154","685894228.571429","259710.045","Census Tract 151; San Francisco County; California","121","885","593","1042","Census Tract 151; San Francisco County; California","64","59","418","1900"
128,"06","001","423400","06001423400","4234",Census Tract 4234,G5020,S,755441,0,"+37.8583735","-122.2758840",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"3","107455.0","27066.0","1013",Berkeley,Alameda County,Berkeley,"606000",City,City of Berkeley,"2409837",Berkeley,"2024.0","5218.0","2266.0","1019.0","551.0","1061.0","0.4342660022997320","0.1952855500191640","0.1055960137983900","0.2033346109620540","0.5657339977002680","145789.0","1362400.0","1974.0","965.0","1009.0","0.488855116514691","0.2921619476711770","17859.957607733200","260103656.54","49847.385","Census Tract 4234; Alameda County; California","925","1697","1318","1278","Census Tract 4234; Alameda County; California","175","358","873","2574"
129,"06","001","423500","06001423500","4235",Census Tract 4235,G5020,S,635744,0,"+37.8593612","-122.2680480",new_tracts — tl_2022_06_tract,/Users/admin/Desktop/OPEN_project/new_tracts.gpkg|layername=tl_2022_06_tract,"6","89728.0","19995.0","1013",Berkeley,Alameda County,Berkeley,"606000",City,City of Berkeley,"2409837",Berkeley,"2024.0","3768.0","2107.0","312.0","389.0","630.0","0.5591825902335460","0.0828025477707006","0.1032377919320590","0.1671974522292990","0.4408174097664540","103702.0","1162700.0","1587.0","488.0","1099.0","0.3074984247006930","0.2443711832629240","15419.166653319900","393899156.54","104537.993","Census Tract 4235; Alameda County; California","514","1484","622","1148","Census Tract 4235; Alameda County; California","130","163","503","1959"
